,Countries,Total Cases,Todays Cases,Total Deaths

[190 rows x 4 columns]
Coronavirus Update (Live): 338,259 Cases and 14,457 Deaths from COVID-19 Virus Outbreak - Worldometer


Coronavirus Cases:

338,259        



Deaths:

14,457



Recovered:

96,958



Analysis based on individual countries

                  Countries Total Cases Todays Cases Total Deaths
1                     China      81,054          +46        3,261
2                     Italy      59,138       +5,560        5,476
